[0.0, 0.0]
[1.4884218673486327, 0.41860075964883592]
[1.4939585595462477, 0.26156562920279836]
[1.5083154403433214, 0.1057744580663087]
[1.5322311480689779, 0.086255432649489094]
[1.5761956301437277, 0.026501564188472493]
[1.6477948853117574, 0.15511791438498879]
[1.6941325791982456, 0.14297927816509404]
[1.7138771800151016, 0.78929492133137469]
[1.7356266859281329, 0.43982947832367536]
[1.7698222354080801, 1.103081062085713]
[1.8334127902734361, 0.57337420353935897]
[1.8821487600492661, 0.87365963236827682]
[1.9259740897812758, 0.35985915517940548]
[1.9725716303557848, 0.8767405681257987]
[2.0149687115931707, 0.50301417973429174]
[2.0464641840682551, 0.59826694385411727]
[2.0537659042420575, 0.33335839201173023]
[2.0873462991943734, 1.1131891664044673]
[2.1075187576310714, 0.46129928037549739]
[2.1302180299165236, 0.48805973404466485]
[2.1242115409376483, 0.28798376662299319]
[2.1589969911736606, 0.96257430722711135]
[2.1760246811514659, 0.53341234734504184]
[2.2162970726741849, 0.66163785169303857]
[2.2507629390042299, 0.357135054686605]
[2.246968114448519, 0.13910669274866905]
[2.2804464467676562, 0.11581304126917757]
[2.3190745458733195, 0.037134218113440198]
[2.3002401603908504, 0.4684115375474871]
[2.3335490165483863, 0.22923161479856446]
[2.3112481314762325, 0.052056790783595375]
[2.3011678989946773, 0.1437692035729583]
[2.2992759840474299, 0.12428045136269894]
[2.3564690857380004, 0.30364916536510833]
[2.369515305269962, 0.11688007142218559]
[2.3929689803342882, 0.40822934939957989]
[2.3697240858189677, 0.095282006254491236]
[2.3707821945490171, 0.3089501634810059]
[2.3353015804701212, 0.1161606755221225]
[2.3556921902515224, 0.0092581998775056462]
[2.3675438640041886, 0.017416687068893211]
[2.4023436091657402, 0.15968228915491167]
[2.4252562634399677, 0.056496329230069975]
[2.4257070373001106, 0.045533009136853764]
[2.4261811776671927, 0.15416303580052748]
[2.4762600023210108, 0.0095114536825402496]
[2.4714454949359812, 0.094317280844039786]
[2.4906774281794561, 0.04035094517927007]
[2.5076943802494807, 0.42092967294598438]
[2.4967691156444154, 0.17458893095602157]
[2.5434157376222064, 0.58930038729436163]
[2.5694790772991141, 0.22949132775361036]
[2.6142567903961655, 0.18074197024470173]
[2.6581144827706815, 0.0045602125981147879]
[2.6323369755224455, 0.22553548222208697]
[2.6663075994688388, 0.038311357831055659]
[2.7167317101374593, 0.13753786751526853]
[2.7283382928521362, 0.075466591673901462]
[2.7296843852632193, 0.11003150014271768]
[2.7571881565132497, 0.02579232541060783]
[2.7529224878514338, 0.1833948637358116]
[2.7136796691321479, 0.038263710140100216]
[2.6841757647310267, 0.32197311000804696]
[2.7133214274657487, 0.090017007316376407]
[2.7664967291430216, 0.021299272739847552]
[2.7381927978520881, 0.1230681559189275]
[2.7568926051860441, 0.12930124967719081]
[2.7992524629501219, 0.099247917455615564]
[2.8034046471440419, 0.23367877378862545]
[2.7937061824380365, 0.073408323281164201]
[2.8201739167763229, 0.014503569790075943]
[2.7806333563959988, 0.063346092396505682]
[2.8027139458226848, 0.2257079558790096]
[2.8018036592265361, 0.065297340301102125]
[2.802430905687137, 0.046965624985821464]
[2.7725500621100405, 0.004928185437288235]
[2.7574574555029319, 0.29278910128272528]
[2.7609044022324554, 0.14298482374129051]
[2.7110761346252392, 0.05581755307410674]
[2.6883620011589944, 0.048997102992448305]
[2.6428627189777991, 0.21823481085469432]
[2.6462881727690473, 0.073242534284741367]
[2.6586969417703212, 0.24664057721471977]
[2.6428871420786155, 0.093085169738920115]
[2.5980185175710879, 0.20192807003605395]
[2.6073957960950409, 0.063113236013004226]
[2.6374746159934741, 0.041244897759066035]
[2.6642475097296749, 0.043396981912032118]
[2.6809342041355446, 0.099879620639454103]
[2.6874459554159742, 0.10721368515637231]
[2.642642458761383, 0.08826554779869511]
[2.6413728428346435, 0.048626601413742421]
[2.6526463725057443, 0.29962259937795821]
[2.6184681997274613, 0.23616145150069734]
[2.5888118070458344, 0.034328498964130816]
[2.5719888518028409, 0.14130443175877616]
[2.5636377095031158, 0.0088740281365886631]
[2.553436405936889, 0.012308485450923001]
[2.5646692241975462, 0.0063992734281903552]
[2.5692137660543555, 0.0063949456118699288]
[2.5554612465099105, 0.18737060390635563]
[2.5274909186051868, 0.14694183951992912]
[2.4805279148601027, 0.28409776522577346]
[2.4410393623480644, 0.23291199570452292]
[2.4060496568288769, 0.048442521117010529]
[2.3613341592311965, 0.036136703545196269]
[2.2868672283439064, 0.05409925039792185]
[2.285658709501531, 0.17197962478966033]
[2.228391971796043, 0.12836371732532115]
[2.2238211783642505, 0.084909906933425816]
[2.2242723920868706, 0.054214096368365716]
[2.1383973030752408, 0.014824211842370261]
[2.1248817865627867, 0.17259823591610157]
[2.1013938549561537, 0.10555730538908392]
[2.0649954518961078, 0.027114391151496164]
[2.0631656898461532, 0.057988800174662458]
[2.0737267019746017, 0.18274692073812915]
[2.0158917869452573, 0.054895330868699688]
[1.9649523235279229, 0.21291867287308364]
[1.9518027511608587, 0.12443361120795871]
[1.9244120723653264, 0.071624442670476185]
[1.8542665375606369, 0.11988911310325179]
[1.812925872715212, 0.11840004812151506]
[1.7700573875800814, 0.021542801228473962]
[1.7275932631953026, 0.2882932174570243]
[1.7153567328253878, 0.047248767939617409]
[1.6823007508015309, 0.0020595617004453004]
[1.6263739073252168, 0.022492725605179231]
[1.5427865257346234, 0.063793218808573471]
[1.5208765574956686, 0.044491362422856895]
[1.4869675760275989, 0.38533061915115141]
[1.4552220355574832, 0.15354094984346389]
[1.3848930450236843, 0.13349772312996322]
[1.3522363505612596, 0.057315625907413903]
[1.352601676536672, 0.10972743649232441]
[1.3009324242780451, 0.020165030029779984]
[1.2091353706128487, 0.10882672315370101]
[1.1658303155409335, 0.065133816372714648]
[1.110194692050321, 0.057964415896350374]
[1.00608039816602, 0.0087192601107020096]
[0.91866703063581312, 0.1783814237313841]
[0.81187136397269555, 0.1601945772297988]
[0.73957460175883938, 0.0049557343306005919]
[0.67195109473270875, 0.015523626190123707]
[0.63606957713970402, 0.028715251451277624]
[0.52183990222073007, 0.023889083643670261]
[0.43681594865893558, 0.02977677553119662]
[0.37964338802245834, 0.016794531738174356]
[0.27982436103127739, 0.18489470240967876]
[0.18030733551519873, 0.07922615589519566]
[0.11517929661805582, 0.0035690506302614722]
[0.01141014507438598, 0.090757662127170846]
[0.045766475386450622, 0.079020344945263332]
[0.10550969007971744, 0.20476848372786804]
[0.15507008092786734, 0.070916322336657345]
[0.19940436543119588, 0.033442789303972376]
[0.23804116325834457, 0.06039264680417844]
[0.29957213153999263, 0.025914290707330423]
[0.3596428857821401, 0.13703004830840015]
[0.427435724898384, 0.04958906096121396]
[0.46485208083884544, 0.036149891422450509]
[0.52136751214134236, 0.0022499138324967305]
[0.54993354895808366, 0.035861712287879044]
[0.5990121798549275, 0.029316110506378834]
[0.62386050368661472, 0.11725261070090198]
[0.6934732300799098, 0.18119042872860902]
[0.74069639779065, 0.1271965713917389]
[0.78539549935505093, 0.11881431856130575]
[0.82887899729505321, 0.11479024143482874]
[0.87294445080610927, 0.019649382411643046]
[0.90949585929191201, 0.044713043407814013]
[0.95192765905478893, 0.10500635052322949]
[1.0089060540097989, 0.13318458080686213]
[1.0098351730093569, 0.14361386736842263]
[1.0549074654012749, 0.080632903009664858]
[1.0900329854318898, 0.023225385542108512]
[1.1235294960248368, 0.11495796669544234]
[1.1490079741852703, 0.01124511566890618]
[1.1927267118822691, 0.076192311880355135]
[1.229584056364935, 0.090125968834453118]
[1.2566833308667853, 0.048189741895896532]
[1.2896403233439209, 0.01980389130250515]
[1.3283667545366811, 0.027121315884851782]
[1.3814338191977953, 0.040005510825317003]
[1.4102390461606582, 0.067653287618362867]
[1.4406660839772272, 0.026686837163904187]
[1.470612736694239, 0.024305225502189387]
[1.5147982610113928, 0.023823673417304292]
[1.5465910203091688, 0.045174303354180267]
[1.5913365721208166, 0.034007761084499322]
[1.6460133839140774, 0.019374229920259722]
[1.7191799759088049, 0.0020993934961524019]
[1.7604861314243827, 0.00020518675576042256]
[1.8161852703960797, 0.040972010748877352]
[1.8747331731827295, 0.0025157876165771142]
[1.9051970465362409, 0.020661158890824538]
[1.9454903347934049, 0.073177352222788983]
[1.9823475410318849, 0.059100763784517341]
[2.0101875082101088, 0.010858402063732342]
[2.0510481686775783, 0.054160998532477578]
[2.0927428870793356, 0.063436732628510129]
[2.1165006194971347, 0.00075137938107516788]
[2.1563187577359777, 0.039274583546447417]
[2.1991776743581397, 0.030739134823384973]
[2.2332360948154708, 0.0091021425212254314]
[2.2764119540719392, 0.047196224323567293]
[2.3308870685097069, 0.057643827586879581]
[2.3862115429794883, 0.025797065581286915]
[2.4482954681558802, 0.1212744849251699]
[2.4933507770596215, 0.020657235404648588]
[2.5415665370504215, 0.17287238495349655]
[2.5859121773509202, 0.033253305562041646]
[2.6324936876698644, 0.11224367852263484]
[2.6854226826027663, 0.076808013405944564]
[2.7300580142708206, 0.020422993459025207]
[2.769906665292563, 0.036042691120979242]
[2.8273954483138901, 0.09995404892727322]
[2.8787303224175389, 0.06404047205742458]
[2.9398403732104974, 0.0098561317251544267]
[2.9862131287450211, 0.12484046650649461]
[3.0320997929690243, 0.036499652664073068]
[3.0716119829669069, 0.04892033569605303]
[3.1207069602798931, 0.0046783361163491577]
[3.1774532368967172, 0.43740749306870086]
[3.2361727890345371, 0.19147771224741206]
[3.2865973620133815, 0.015842681791056634]
[3.3243006809131863, 0.02192638438058836]
[3.350561908447073, 0.29052247489990179]
[3.384270758613706, 0.026081876707028329]
[3.411474026177288, 0.072384952337760211]
[3.438067803849016, 0.023210279955481639]
[3.460303485090936, 0.046205715175901219]
[3.4928578251715976, 0.054711768122633231]
[3.5188876426187399, 0.019438107024768669]
[3.554175403636723, 0.0055965052285280592]
[3.5816496526952797, 0.015493616833587964]
[3.6052226428541267, 0.0042455888450945167]
[3.6329004449319662, 0.15155816622403151]
[3.6653238490731965, 0.0070271033258180182]
[3.6921777313296218, 0.019195675578071558]
[3.7176461927938291, 0.29017144762005742]
[3.7386644822764445, 0.15294540999200734]
[3.7604248657624701, 0.0090950053681524423]
[3.7669714162531704, 0.0043761836970830359]
[3.7838599313118699, 0.12351664781200355]
[3.7957206977091928, 0.091720115293117743]
[3.7912441309251612, 0.018261484501241654]
[3.8147957290485621, 0.016079371826879907]
[3.8422307529082964, 0.26553216930095758]
[3.8407870147255778, 0.10280472714642386]
[3.8488064400726181, 0.10971615145365021]
[3.8545869098397354, 0.086292366446087954]
[3.8605020578426981, 0.23623472776825238]
[3.8538337482996745, 0.15241368704595359]
[3.8562322837164338, 0.46315880383754759]
[3.861298310052792, 0.29181497688989211]
[3.882971837250178, 0.21519064286918166]
[3.8974654017440322, 0.022421293222450345]
[3.9371132063770382, 2.8384039794104865e-06]
[3.9369482412895067, 0.34900046320615274]
[3.9482057243478224, 0.11419732071971822]
[3.9244089896462988, 0.30717295900150177]
[3.9355212599971097, 0.17000418773613646]
[3.9496263138194152, 0.48343999625002354]
[3.9243790744940021, 0.15217301662185179]
[3.9394077469642674, 0.20893101132377723]
[3.9311833626103017, 0.045078349318028899]
[3.9097167714401593, 0.12658526240302947]
[3.9437500240983283, 0.05835121394055065]
[3.9255735276988304, 0.15541800321038224]
[3.8959469134508851, 0.046367607269957034]
[3.901868498630062, 0.15061593350537095]
[3.912798183400767, 0.060940625998409104]
[3.94551795228233, 0.034172935640938817]
[3.9272498344785056, 0.042245333366402349]
[3.9716574347402229, 0.012057615839758284]
[3.9863691786554298, 0.27004371510581571]
[3.9647660354474823, 0.1146174439069938]
[3.9880296880880124, 0.21999916825837218]
[3.9890478914964405, 0.19125221447317742]
[3.9908778760540518, 0.55724962654258725]
[3.9807014156663829, 0.32247322365725317]
